,SCORE,Quarter,Time,Clock,Team,Score
0,0 - 0,1,2880.0,12:00,Away,0
0,0 - 0,1,2880.0,12:00,Home,0
1,0 - 0,1,2867.0,11:47,Away,0
1,0 - 0,1,2867.0,11:47,Home,0
2,0 - 0,1,2856.0,11:36,Away,0
2,0 - 0,1,2856.0,11:36,Home,0
3,0 - 3,1,2845.0,11:25,Away,0
3,0 - 3,1,2845.0,11:25,Home,3
4,3 - 3,1,2836.0,11:16,Away,3
4,3 - 3,1,2836.0,11:16,Home,3
5,3 - 3,1,2831.0,11:11,Away,3
5,3 - 3,1,2831.0,11:11,Home,3
6,3 - 3,1,2831.0,11:11,Away,3
6,3 - 3,1,2831.0,11:11,Home,3
7,3 - 3,1,2830.0,11:10,Home,3
7,3 - 3,1,2830.0,11:10,Away,3
8,5 - 3,1,2817.0,10:57,Home,3
8,5 - 3,1,2817.0,10:57,Away,5
9,5 - 3,1,2806.0,10:46,Home,3
9,5 - 3,1,2806.0,10:46,Away,5
10,5 - 3,1,2804.0,10:44,Home,3
10,5 - 3,1,2804.0,10:44,Away,5
11,8 - 3,1,2799.0,10:39,Away,8
11,8 - 3,1,2799.0,10:39,Home,3
12,8 - 5,1,2785.0,10:25,Away,8
12,8 - 5,1,2785.0,10:25,Home,5
13,10 - 5,1,2769.0,10:09,Away,10
13,10 - 5,1,2769.0,10:09,Home,5
14,10 - 5,1,2751.0,09:51,Away,10
14,10 - 5,1,2751.0,09:51,Home,5
15,12 - 5,1,2736.0,09:36,Home,5
15,12 - 5,1,2736.0,09:36,Away,12
16,12 - 5,1,2736.0,09:36,Away,12
16,12 - 5,1,2736.0,09:36,Home,5
17,13 - 5,1,2736.0,09:36,Home,5
17,13 - 5,1,2736.0,09:36,Away,13
18,13 - 5,1,2723.0,09:23,Away,13
18,13 - 5,1,2723.0,09:23,Home,5
19,13 - 5,1,2723.0,09:23,Home,5
19,13 - 5,1,2723.0,09:23,Away,13
20,13 - 5,1,2720.0,09:20,Away,13
20,13 - 5,1,2720.0,09:20,Home,5
21,13 - 5,1,2718.0,09:18,Away,13
21,13 - 5,1,2718.0,09:18,Home,5
22,13 - 5,1,2717.0,09:17,Away,13
22,13 - 5,1,2717.0,09:17,Home,5
23,13 - 5,1,2705.0,09:05,Home,5
23,13 - 5,1,2705.0,09:05,Away,13
24,13 - 5,1,2705.0,09:05,Home,5
24,13 - 5,1,2705.0,09:05,Away,13
25,13 - 5,1,2702.0,09:02,Home,5
25,13 - 5,1,2702.0,09:02,Away,13
26,13 - 5,1,2699.0,08:59,Away,13
26,13 - 5,1,2699.0,08:59,Home,5
27,13 - 5,1,2697.0,08:57,Home,5
27,13 - 5,1,2697.0,08:57,Away,13
28,13 - 7,1,2683.0,08:43,Away,13
28,13 - 7,1,2683.0,08:43,Home,7
29,13 - 7,1,2667.0,08:27,Home,7
29,13 - 7,1,2667.0,08:27,Away,13
30,13 - 7,1,2667.0,08:27,Home,7
30,13 - 7,1,2667.0,08:27,Away,13
31,13 - 7,1,2664.0,08:24,Away,13
31,13 - 7,1,2664.0,08:24,Home,7
32,13 - 7,1,2663.0,08:23,Away,13
32,13 - 7,1,2663.0,08:23,Home,7
33,13 - 7,1,2661.0,08:21,Away,13
33,13 - 7,1,2661.0,08:21,Home,7
34,13 - 7,1,2646.0,08:06,Home,7
34,13 - 7,1,2646.0,08:06,Away,13
35,13 - 7,1,2643.0,08:03,Away,13
35,13 - 7,1,2643.0,08:03,Home,7
36,13 - 9,1,2624.0,07:44,Home,9
36,13 - 9,1,2624.0,07:44,Away,13
37,13 - 9,1,2600.0,07:20,Away,13
37,13 - 9,1,2600.0,07:20,Home,9
38,13 - 9,1,2598.0,07:18,Away,13
38,13 - 9,1,2598.0,07:18,Home,9
39,13 - 9,1,2598.0,07:18,Away,13
39,13 - 9,1,2598.0,07:18,Home,9
40,13 - 9,1,2598.0,07:18,Away,13
40,13 - 9,1,2598.0,07:18,Home,9
41,16 - 9,1,2593.0,07:13,Home,9
41,16 - 9,1,2593.0,07:13,Away,16
42,16 - 11,1,2582.0,07:02,Home,11
42,16 - 11,1,2582.0,07:02,Away,16
43,16 - 11,1,2582.0,07:02,Home,11
43,16 - 11,1,2582.0,07:02,Away,16
44,16 - 11,1,2582.0,07:02,Away,16
44,16 - 11,1,2582.0,07:02,Home,11
45,16 - 11,1,2581.0,07:01,Home,11
45,16 - 11,1,2581.0,07:01,Away,16
46,16 - 11,1,2581.0,07:01,Home,11
46,16 - 11,1,2581.0,07:01,Away,16
47,16 - 11,1,2567.0,06:47,Home,11
47,16 - 11,1,2567.0,06:47,Away,16
48,16 - 11,1,2567.0,06:47,Away,16
48,16 - 11,1,2567.0,06:47,Home,11
49,16 - 11,1,2567.0,06:47,Home,11
49,16 - 11,1,2567.0,06:47,Away,16
50,16 - 11,1,2567.0,06:47,Home,11
50,16 - 11,1,2567.0,06:47,Away,16
51,16 - 11,1,2564.0,06:44,Away,16
51,16 - 11,1,2564.0,06:44,Home,11
52,16 - 11,1,2562.0,06:42,Away,16
52,16 - 11,1,2562.0,06:42,Home,11
53,16 - 11,1,2545.0,06:25,Away,16
53,16 - 11,1,2545.0,06:25,Home,11
54,16 - 11,1,2542.0,06:22,Away,16
54,16 - 11,1,2542.0,06:22,Home,11
55,16 - 11,1,2532.0,06:12,Home,11
55,16 - 11,1,2532.0,06:12,Away,16
56,16 - 11,1,2529.0,06:09,Home,11
56,16 - 11,1,2529.0,06:09,Away,16
57,16 - 11,1,2527.0,06:07,Home,11
57,16 - 11,1,2527.0,06:07,Away,16
58,16 - 11,1,2527.0,06:07,Home,11
58,16 - 11,1,2527.0,06:07,Away,16
59,16 - 11,1,2527.0,06:07,Home,11
59,16 - 11,1,2527.0,06:07,Away,16
60,16 - 13,1,2509.0,05:49,Home,13
60,16 - 13,1,2509.0,05:49,Away,16
61,16 - 13,1,2490.0,05:30,Home,13
61,16 - 13,1,2490.0,05:30,Away,16
62,16 - 13,1,2490.0,05:30,Away,16
62,16 - 13,1,2490.0,05:30,Home,13
63,16 - 13,1,2482.0,05:22,Away,16
63,16 - 13,1,2482.0,05:22,Home,13
64,16 - 13,1,2479.0,05:19,Home,13
64,16 - 13,1,2479.0,05:19,Away,16
65,16 - 13,1,2473.0,05:13,Away,16
65,16 - 13,1,2473.0,05:13,Home,13
66,16 - 13,1,2471.0,05:11,Away,16
66,16 - 13,1,2471.0,05:11,Home,13
67,18 - 13,1,2459.0,04:59,Home,13
67,18 - 13,1,2459.0,04:59,Away,18
68,18 - 13,1,2447.0,04:47,Away,18
68,18 - 13,1,2447.0,04:47,Home,13
69,18 - 13,1,2447.0,04:47,Home,13
69,18 - 13,1,2447.0,04:47,Away,18
70,19 - 13,1,2447.0,04:47,Home,13
70,19 - 13,1,2447.0,04:47,Away,19
71,19 - 13,1,2439.0,04:39,Home,13
71,19 - 13,1,2439.0,04:39,Away,19
72,19 - 13,1,2437.0,04:37,Away,19
72,19 - 13,1,2437.0,04:37,Home,13
73,22 - 13,1,2427.0,04:27,Home,13
73,22 - 13,1,2427.0,04:27,Away,22
74,22 - 13,1,2413.0,04:13,Home,13
74,22 - 13,1,2413.0,04:13,Away,22
75,22 - 14,1,2413.0,04:13,Away,22
75,22 - 14,1,2413.0,04:13,Home,14
76,22 - 15,1,2413.0,04:13,Home,15
76,22 - 15,1,2413.0,04:13,Away,22
77,22 - 15,1,2398.0,03:58,Away,22
77,22 - 15,1,2398.0,03:58,Home,15
78,22 - 15,1,2396.0,03:56,Home,15
78,22 - 15,1,2396.0,03:56,Away,22
79,22 - 15,1,2392.0,03:52,Away,22
79,22 - 15,1,2392.0,03:52,Home,15
80,22 - 15,1,2392.0,03:52,Home,15
80,22 - 15,1,2392.0,03:52,Away,22
81,22 - 15,1,2392.0,03:52,Home,15
81,22 - 15,1,2392.0,03:52,Away,22
82,22 - 15,1,2392.0,03:52,Away,22
82,22 - 15,1,2392.0,03:52,Home,15
83,22 - 15,1,2392.0,03:52,Away,22
83,22 - 15,1,2392.0,03:52,Home,15
84,22 - 15,1,2392.0,03:52,Away,22
84,22 - 15,1,2392.0,03:52,Home,15
85,22 - 15,1,2392.0,03:52,Home,15
85,22 - 15,1,2392.0,03:52,Away,22
86,22 - 15,1,2392.0,03:52,Home,15
86,22 - 15,1,2392.0,03:52,Away,22
87,22 - 15,1,2390.0,03:50,Away,22
87,22 - 15,1,2390.0,03:50,Home,15
88,22 - 15,1,2377.0,03:37,Home,15
88,22 - 15,1,2377.0,03:37,Away,22
89,22 - 15,1,2377.0,03:37,Home,15
89,22 - 15,1,2377.0,03:37,Away,22
90,22 - 15,1,2377.0,03:37,Away,22
90,22 - 15,1,2377.0,03:37,Home,15
91,22 - 15,1,2377.0,03:37,Away,22
91,22 - 15,1,2377.0,03:37,Home,15
92,22 - 16,1,2377.0,03:37,Away,22
92,22 - 16,1,2377.0,03:37,Home,16
93,22 - 17,1,2377.0,03:37,Home,17
93,22 - 17,1,2377.0,03:37,Away,22
94,22 - 17,1,2360.0,03:20,Home,17
94,22 - 17,1,2360.0,03:20,Away,22
95,22 - 17,1,2358.0,03:18,Home,17
95,22 - 17,1,2358.0,03:18,Away,22
96,22 - 19,1,2342.0,03:02,Away,22
96,22 - 19,1,2342.0,03:02,Home,19
97,22 - 19,1,2327.0,02:47,Away,22
97,22 - 19,1,2327.0,02:47,Home,19
98,22 - 19,1,2327.0,02:47,Home,19
98,22 - 19,1,2327.0,02:47,Away,22
99,22 - 19,1,2327.0,02:47,Away,22
99,22 - 19,1,2327.0,02:47,Home,19
100,22 - 19,1,2327.0,02:47,Away,22
100,22 - 19,1,2327.0,02:47,Home,19
101,23 - 19,1,2327.0,02:47,Away,23
101,23 - 19,1,2327.0,02:47,Home,19
102,24 - 19,1,2327.0,02:47,Away,24
102,24 - 19,1,2327.0,02:47,Home,19
103,24 - 19,1,2314.0,02:34,Away,24
103,24 - 19,1,2314.0,02:34,Home,19
104,24 - 19,1,2311.0,02:31,Away,24
104,24 - 19,1,2311.0,02:31,Home,19
105,24 - 19,1,2304.0,02:24,Home,19
105,24 - 19,1,2304.0,02:24,Away,24
106,24 - 19,1,2304.0,02:24,Home,19
106,24 - 19,1,2304.0,02:24,Away,24
107,24 - 19,1,2302.0,02:22,Home,19
107,24 - 19,1,2302.0,02:22,Away,24
108,24 - 19,1,2302.0,02:22,Home,19
108,24 - 19,1,2302.0,02:22,Away,24
109,24 - 19,1,2302.0,02:22,Home,19
109,24 - 19,1,2302.0,02:22,Away,24
110,24 - 20,1,2302.0,02:22,Home,20
110,24 - 20,1,2302.0,02:22,Away,24
111,24 - 20,1,2291.0,02:11,Home,20
111,24 - 20,1,2291.0,02:11,Away,24
112,24 - 20,1,2291.0,02:11,Home,20
112,24 - 20,1,2291.0,02:11,Away,24
113,24 - 23,1,2285.0,02:05,Home,23
113,24 - 23,1,2285.0,02:05,Away,24
114,27 - 23,1,2253.0,01:33,Home,23
114,27 - 23,1,2253.0,01:33,Away,27
115,27 - 26,1,2240.0,01:20,Home,26
115,27 - 26,1,2240.0,01:20,Away,27
116,30 - 26,1,2218.3,58.3,Home,26
116,30 - 26,1,2218.3,58.3,Away,30
117,30 - 29,1,2205.1,45.1,Home,29
117,30 - 29,1,2205.1,45.1,Away,30
118,30 - 29,1,2200.1,40.1,Home,29
118,30 - 29,1,2200.1,40.1,Away,30
119,30 - 29,1,2200.1,40.1,Away,30
119,30 - 29,1,2200.1,40.1,Home,29
120,30 - 29,1,2195.6,35.6,Home,29
120,30 - 29,1,2195.6,35.6,Away,30
121,30 - 29,1,2192.1,32.1,Home,29
121,30 - 29,1,2192.1,32.1,Away,30
122,30 - 29,1,2172.9,12.9,Home,29
122,30 - 29,1,2172.9,12.9,Away,30
123,30 - 29,1,2172.9,12.9,Home,29
123,30 - 29,1,2172.9,12.9,Away,30
124,30 - 31,1,2161.5,1.5,Home,31
124,30 - 31,1,2161.5,1.5,Away,30
125,30 - 31,2,2870.0,11:50,Home,31
125,30 - 31,2,2870.0,11:50,Away,30
126,30 - 31,2,2147.0,11:47,Home,31
126,30 - 31,2,2147.0,11:47,Away,30
127,30 - 31,2,2136.0,11:36,Away,30
127,30 - 31,2,2136.0,11:36,Home,31
128,30 - 31,2,2136.0,11:36,Away,30
128,30 - 31,2,2136.0,11:36,Home,31
129,30 - 31,2,2129.0,11:29,Away,30
129,30 - 31,2,2129.0,11:29,Home,31
130,30 - 31,2,2129.0,11:29,Away,30
130,30 - 31,2,2129.0,11:29,Home,31
131,30 - 31,2,2128.0,11:28,Away,30
131,30 - 31,2,2128.0,11:28,Home,31
132,30 - 31,2,2128.0,11:28,Away,30
132,30 - 31,2,2128.0,11:28,Home,31
133,30 - 31,2,2119.0,11:19,Away,30
133,30 - 31,2,2119.0,11:19,Home,31
134,30 - 31,2,2117.0,11:17,Away,30
134,30 - 31,2,2117.0,11:17,Home,31
135,30 - 31,2,2107.0,11:07,Away,30
135,30 - 31,2,2107.0,11:07,Home,31
136,30 - 31,2,2106.0,11:06,Away,30
136,30 - 31,2,2106.0,11:06,Home,31
137,30 - 31,2,2106.0,11:06,Away,30
137,30 - 31,2,2106.0,11:06,Home,31
138,30 - 31,2,2088.0,10:48,Home,31
138,30 - 31,2,2088.0,10:48,Away,30
139,30 - 31,2,2086.0,10:46,Away,30
139,30 - 31,2,2086.0,10:46,Home,31
140,30 - 31,2,2078.0,10:38,Away,30
140,30 - 31,2,2078.0,10:38,Home,31
141,30 - 31,2,2074.0,10:34,Home,31
141,30 - 31,2,2074.0,10:34,Away,30
142,33 - 31,2,2071.0,10:31,Home,31
142,33 - 31,2,2071.0,10:31,Away,33
143,33 - 31,2,2047.0,10:07,Away,33
143,33 - 31,2,2047.0,10:07,Home,31
144,33 - 31,2,2047.0,10:07,Away,33
144,33 - 31,2,2047.0,10:07,Home,31
145,33 - 31,2,2045.0,10:05,Home,31
145,33 - 31,2,2045.0,10:05,Away,33
146,33 - 31,2,2042.0,10:02,Away,33
146,33 - 31,2,2042.0,10:02,Home,31
147,33 - 31,2,2041.0,10:01,Away,33
147,33 - 31,2,2041.0,10:01,Home,31
148,33 - 31,2,2041.0,10:01,Away,33
148,33 - 31,2,2041.0,10:01,Home,31
149,33 - 31,2,2041.0,10:01,Away,33
149,33 - 31,2,2041.0,10:01,Home,31
150,33 - 31,2,2034.0,09:54,Home,31
150,33 - 31,2,2034.0,09:54,Away,33
151,33 - 31,2,2032.0,09:52,Home,31
151,33 - 31,2,2032.0,09:52,Away,33
152,33 - 33,2,2018.0,09:38,Away,33
152,33 - 33,2,2018.0,09:38,Home,33
153,33 - 33,2,2001.0,09:21,Home,33
153,33 - 33,2,2001.0,09:21,Away,33
154,33 - 33,2,1998.0,09:18,Home,33
154,33 - 33,2,1998.0,09:18,Away,33
155,33 - 33,2,1997.0,09:17,Away,33
155,33 - 33,2,1997.0,09:17,Home,33
156,33 - 33,2,1997.0,09:17,Away,33
156,33 - 33,2,1997.0,09:17,Home,33
157,35 - 33,2,1989.0,09:09,Away,35
157,35 - 33,2,1989.0,09:09,Home,33
158,35 - 35,2,1969.0,08:49,Away,35
158,35 - 35,2,1969.0,08:49,Home,35
159,35 - 35,2,1940.0,08:20,Away,35
159,35 - 35,2,1940.0,08:20,Home,35
160,35 - 35,2,1937.0,08:17,Away,35
160,35 - 35,2,1937.0,08:17,Home,35
161,35 - 35,2,1932.0,08:12,Away,35
161,35 - 35,2,1932.0,08:12,Home,35
162,35 - 35,2,1932.0,08:12,Away,35
162,35 - 35,2,1932.0,08:12,Home,35
163,35 - 35,2,1931.0,08:11,Home,35
163,35 - 35,2,1931.0,08:11,Away,35
164,35 - 35,2,1917.0,07:57,Home,35
164,35 - 35,2,1917.0,07:57,Away,35
165,35 - 35,2,1915.0,07:55,Home,35
165,35 - 35,2,1915.0,07:55,Away,35
166,35 - 35,2,1905.0,07:45,Home,35
166,35 - 35,2,1905.0,07:45,Away,35
167,35 - 35,2,1902.0,07:42,Home,35
167,35 - 35,2,1902.0,07:42,Away,35
168,35 - 35,2,1899.0,07:39,Home,35
168,35 - 35,2,1899.0,07:39,Away,35
169,35 - 35,2,1899.0,07:39,Home,35
169,35 - 35,2,1899.0,07:39,Away,35
170,37 - 35,2,1893.0,07:33,Home,35
170,37 - 35,2,1893.0,07:33,Away,37
171,37 - 35,2,1874.0,07:14,Away,37
171,37 - 35,2,1874.0,07:14,Home,35
172,37 - 35,2,1872.0,07:12,Away,37
172,37 - 35,2,1872.0,07:12,Home,35
173,40 - 35,2,1866.0,07:06,Away,40
173,40 - 35,2,1866.0,07:06,Home,35
174,40 - 35,2,1857.0,06:57,Home,35
174,40 - 35,2,1857.0,06:57,Away,40
175,40 - 35,2,1857.0,06:57,Home,35
175,40 - 35,2,1857.0,06:57,Away,40
176,40 - 35,2,1857.0,06:57,Away,40
176,40 - 35,2,1857.0,06:57,Home,35
177,40 - 35,2,1857.0,06:57,Away,40
177,40 - 35,2,1857.0,06:57,Home,35
178,40 - 37,2,1853.0,06:53,Home,37
178,40 - 37,2,1853.0,06:53,Away,40
179,40 - 37,2,1835.0,06:35,Away,40
179,40 - 37,2,1835.0,06:35,Home,37
180,40 - 37,2,1835.0,06:35,Away,40
180,40 - 37,2,1835.0,06:35,Home,37
181,40 - 40,2,1830.0,06:30,Home,40
181,40 - 40,2,1830.0,06:30,Away,40
182,40 - 40,2,1815.0,06:15,Home,40
182,40 - 40,2,1815.0,06:15,Away,40
183,40 - 40,2,1804.0,06:04,Home,40
183,40 - 40,2,1804.0,06:04,Away,40
184,40 - 40,2,1802.0,06:02,Away,40
184,40 - 40,2,1802.0,06:02,Home,40
185,40 - 40,2,1792.0,05:52,Away,40
185,40 - 40,2,1792.0,05:52,Home,40
186,40 - 40,2,1792.0,05:52,Home,40
186,40 - 40,2,1792.0,05:52,Away,40
187,40 - 40,2,1790.0,05:50,Away,40
187,40 - 40,2,1790.0,05:50,Home,40
188,40 - 40,2,1783.0,05:43,Home,40
188,40 - 40,2,1783.0,05:43,Away,40
189,40 - 40,2,1776.0,05:36,Away,40
189,40 - 40,2,1776.0,05:36,Home,40
190,40 - 40,2,1773.0,05:33,Away,40
190,40 - 40,2,1773.0,05:33,Home,40
191,40 - 42,2,1767.0,05:27,Away,40
191,40 - 42,2,1767.0,05:27,Home,42
192,40 - 42,2,1752.0,05:12,Away,40
192,40 - 42,2,1752.0,05:12,Home,42
193,40 - 42,2,1750.0,05:10,Home,42
193,40 - 42,2,1750.0,05:10,Away,40
194,40 - 45,2,1733.0,04:53,Home,45
194,40 - 45,2,1733.0,04:53,Away,40
195,40 - 45,2,1732.0,04:52,Home,45
195,40 - 45,2,1732.0,04:52,Away,40
196,43 - 45,2,1708.0,04:28,Away,43
196,43 - 45,2,1708.0,04:28,Home,45
197,43 - 45,2,1687.0,04:07,Away,43
197,43 - 45,2,1687.0,04:07,Home,45
198,43 - 45,2,1685.0,04:05,Away,43
198,43 - 45,2,1685.0,04:05,Home,45
199,43 - 45,2,1675.0,03:55,Home,45
199,43 - 45,2,1675.0,03:55,Away,43
200,43 - 45,2,1674.0,03:54,Away,43
200,43 - 45,2,1674.0,03:54,Home,45
201,46 - 45,2,1667.0,03:47,Home,45
201,46 - 45,2,1667.0,03:47,Away,46
202,46 - 45,2,1647.0,03:27,Home,45
202,46 - 45,2,1647.0,03:27,Away,46
203,46 - 45,2,1645.0,03:25,Home,45
203,46 - 45,2,1645.0,03:25,Away,46
204,46 - 45,2,1636.0,03:16,Home,45
204,46 - 45,2,1636.0,03:16,Away,46
205,46 - 45,2,1636.0,03:16,Away,46
205,46 - 45,2,1636.0,03:16,Home,45
206,46 - 47,2,1622.0,03:02,Home,47
206,46 - 47,2,1622.0,03:02,Away,46
207,48 - 47,2,1610.0,02:50,Home,47
207,48 - 47,2,1610.0,02:50,Away,48
208,48 - 47,2,1597.0,02:37,Home,47
208,48 - 47,2,1597.0,02:37,Away,48
209,48 - 47,2,1597.0,02:37,Home,47
209,48 - 47,2,1597.0,02:37,Away,48
210,48 - 47,2,1597.0,02:37,Away,48
210,48 - 47,2,1597.0,02:37,Home,47
211,48 - 47,2,1597.0,02:37,Away,48
211,48 - 47,2,1597.0,02:37,Home,47
212,48 - 48,2,1597.0,02:37,Away,48
212,48 - 48,2,1597.0,02:37,Home,48
213,48 - 48,2,1579.0,02:19,Home,48
213,48 - 48,2,1579.0,02:19,Away,48
214,48 - 48,2,1577.0,02:17,Away,48
214,48 - 48,2,1577.0,02:17,Home,48
215,48 - 48,2,1569.0,02:09,Away,48
215,48 - 48,2,1569.0,02:09,Home,48
216,48 - 48,2,1565.0,02:05,Away,48
216,48 - 48,2,1565.0,02:05,Home,48
217,48 - 48,2,1562.0,02:02,Away,48
217,48 - 48,2,1562.0,02:02,Home,48
218,48 - 48,2,1558.0,01:58,Away,48
218,48 - 48,2,1558.0,01:58,Home,48
219,48 - 48,2,1558.0,01:58,Home,48
219,48 - 48,2,1558.0,01:58,Away,48
220,48 - 48,2,1554.0,01:54,Home,48
220,48 - 48,2,1554.0,01:54,Away,48
221,48 - 48,2,1532.0,01:32,Away,48
221,48 - 48,2,1532.0,01:32,Home,48
222,48 - 48,2,1529.0,01:29,Home,48
222,48 - 48,2,1529.0,01:29,Away,48
223,48 - 48,2,1528.0,01:28,Away,48
223,48 - 48,2,1528.0,01:28,Home,48
224,48 - 48,2,1526.0,01:26,Away,48
224,48 - 48,2,1526.0,01:26,Home,48
225,48 - 50,2,1511.0,01:11,Away,48
225,48 - 50,2,1511.0,01:11,Home,50
226,48 - 50,2,1495.0,55.0,Home,50
226,48 - 50,2,1495.0,55.0,Away,48
227,48 - 50,2,1494.3000000000002,54.3,Away,48
227,48 - 50,2,1494.3000000000002,54.3,Home,50
228,48 - 50,2,1494.3000000000002,54.3,Home,50
228,48 - 50,2,1494.3000000000002,54.3,Away,48
229,48 - 50,2,1494.3000000000002,54.3,Home,50
229,48 - 50,2,1494.3000000000002,54.3,Away,48
230,49 - 50,2,1494.3000000000002,54.3,Home,50
230,49 - 50,2,1494.3000000000002,54.3,Away,49
231,50 - 50,2,1494.3000000000002,54.3,Home,50
231,50 - 50,2,1494.3000000000002,54.3,Away,50
232,50 - 50,2,1484.5,44.5,Away,50
232,50 - 50,2,1484.5,44.5,Home,50
233,50 - 50,2,1482.1,42.1,Away,50
233,50 - 50,2,1482.1,42.1,Home,50
234,50 - 50,2,1473.5,33.5,Away,50
234,50 - 50,2,1473.5,33.5,Home,50
235,50 - 50,2,1471.3000000000002,31.3,Away,50
235,50 - 50,2,1471.3000000000002,31.3,Home,50
236,50 - 50,2,1454.5,14.5,Away,50
236,50 - 50,2,1454.5,14.5,Home,50
237,50 - 50,2,1452.8000000000002,12.8,Away,50
237,50 - 50,2,1452.8000000000002,12.8,Home,50
